,Date,Contributor,Zip,Amount,Recipient,Record Type Description,Source Description
403,10/19/2010,Greater Boston Real Estate Board PAC,2108,$100.00 ,"Scaccia, Angelo M.",Committee,2010 Year-end Report (ND)
404,10/19/2010,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Finegold, Barry R.",Committee,2010 Year-end Report (ND)
405,10/25/2010,GREATER BOSTON REAL ESTATE BOARD,2108,$150.00 ,"McCarthy, Allen J.",Union/Association,2010 Year-end Report (ND)
406,10/25/2010,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Sandlin, Rosemary",Committee,2010 Year-end Report (ND)
407,10/28/2010,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Coakley, Martha",Committee,10/28/10 Deposit Report
408,11/5/2010,GREATER BOSTON REAL ESTATE BOARD PAC,2108,$150.00 ,"Rosenberg, Stanley C.",Union/Association,2010 Year-end Report (ND)
409,12/28/2010,Greater Boston Real Estate Board PAC,2108,$100.00 ,"Fargo, Susan C.",Committee,2010 Year-end Report (ND)
410,1/20/2011,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Finegold, Barry R.",Committee,2011 Mid-Year Report (ND)
411,2/6/2011,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Joyce, Brian A.",Committee,2011 Mid-Year Report (ND)
412,2/9/2011,Greater Boston Real Estate Board PAC,2108,$100.00 ,"Chan, Tackey",Committee,2011 Mid-Year Report (ND)
413,2/10/2011,Greater Boston Real Estate Board PAC,02108-1903,$100.00 ,"Clark, Katherine",Committee,2011 Mid-Year Report (ND)
414,2/11/2011,Greater Boston Real Estate Board ,2109,$250.00 ,"Galvin, William F.",Committee,2/11/11 Deposit Report
415,2/14/2011,Greater Boston Real Estate Board,2108,$200.00 ,"Flanagan, Jennifer L.",Committee,2011 Mid-Year Report (ND)
416,2/16/2011,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Naughton Jr., Harold P.",Committee,2011 Mid-Year Report (ND)
417,2/23/2011,GREATER BOSTON REAL ESTATE BOARD PAC,2108,$500.00 ,"Patrick, Deval L.",Committee,2/23/11 Deposit Report
418,2/28/2011,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Welch, James T.",Committee,2011 Mid-Year Report (ND)
419,3/3/2011,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Timilty, James E.",Committee,2011 Mid-Year Report (ND)
420,3/7/2011,GREATER BOSTON REAL ESTATE BOARD PAC,2124,$250.00 ,"McGee, Thomas M.",Union/Association,2011 Mid-Year Report (ND)
421,3/7/2011,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Moore, Richard T.",Committee,2011 Mid-Year Report (ND)
422,3/8/2011,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Downing, Benjamin",Committee,2011 Mid-Year Report (ND)
423,3/9/2011,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Murphy, Stephen",Committee,3/9/11 Deposit Report
424,3/9/2011,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Baddour, Steven A.",Committee,2011 Mid-Year Report (ND)
425,3/11/2011,Greater Boston Real Estate Board,2108,$250.00 ,"Feeney, Maureen",Union/Association,3/11/11 Deposit Report
426,3/11/2011,GREATER BOSTON REAL ESTATE BOARD PAC,2108,$500.00 ,"Murray, Therese",Committee,2011 Mid-Year Report (ND)
427,3/17/2011,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Vallee, James E.",Committee,2011 Mid-Year Report (ND)
428,3/22/2011,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Kaufman, Jay R.",Committee,2011 Mid-Year Report (ND)
429,3/23/2011,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Donnelly, Kenneth J.",Committee,2011 Mid-Year Report (ND)
430,3/24/2011,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Straus, William M.",Committee,2011 Mid-Year Report (ND)
431,3/30/2011,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Kennedy, Thomas P.",Committee,2011 Mid-Year Report (ND)
432,3/30/2011,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Mariano, Ronald",Committee,2011 Mid-Year Report (ND)
433,3/30/2011,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Pedone, Vincent A.",Committee,2011 Mid-Year Report (ND)
434,3/31/2011,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Connolly, John R.",Committee,3/31/11 Deposit Report
435,4/6/2011,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Jones Jr., Bradley H.",Committee,2011 Mid-Year Report (ND)
436,4/7/2011,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Bradley, Garrett J.",Committee,2011 Mid-Year Report (ND)
437,4/12/2011,GREATER BOSTON REAL ESTATE BOARD,2108,$200.00 ,"Michlewitz, Aaron",Union/Association,2011 Mid-Year Report (ND)
438,4/14/2011,GREATER BOSTON REAL ESTATE BOARD PAC,2108,$150.00 ,"Chandler, Harriette L.",Union/Association,2011 Mid-Year Report (ND)
439,4/15/2011,GREATER BOSTON REAL ESTATE BOARD PAC,2108,$300.00 ,"Petruccelli, Anthony W.",Union/Association,2011 Mid-Year Report (ND)
440,4/25/2011,GREATER BOSTON REAL ESTATE BOARD PAC,,$500.00 ,"Murray, Timothy P.",Committee,4/25/11 Deposit Report
441,4/26/2011,Greater Boston Real Estate Board PAC,2108,$100.00 ,"Galvin, William C.",Committee,2011 Mid-Year Report (ND)
442,4/26/2011,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Kafka, Louis L.",Committee,2011 Mid-Year Report (ND)
443,4/26/2011,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Fennell, Robert F.",Committee,2011 Mid-Year Report (ND)
444,4/26/2011,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Knapik, Michael R.",Committee,2011 Mid-Year Report (ND)
445,4/26/2011,GREATER BOSTON REAL ESTATE BOARD POLITICAL ACTION COMMITTEE,2108,$200.00 ,"Donato, Paul J.",Union/Association,2011 Mid-Year Report (ND)
446,4/27/2011,Greater Boston Real Estate Board PAC,2108,$100.00 ,"Dwyer, James",Committee,2011 Mid-Year Report (ND)
447,4/28/2011,GREATER BOSTON REAL ESTATE BOARD PAC,2108,$200.00 ,"Tolman, Steven A.",Union/Association,2011 Mid-Year Report (ND)
448,4/30/2011,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Brewer, Stephen M.",Committee,2011 Mid-Year Report (ND)
449,5/4/2011,Greater Boston Real Estate Board PAC,2108,$100.00 ,"Winslow, Daniel",Committee,2011 Mid-Year Report (ND)
450,5/5/2011,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Moore, Michael",Committee,2011 Mid-Year Report (ND)
451,5/5/2011,GREATER BOSTON REAL ESTATE BOARD PAC,2108,$150.00 ,"DiDomenico, Sal N.",Union/Association,2011 Mid-Year Report (ND)
452,5/11/2011,GREATER BOSTON REAL ESTATE BOARD,2108,$150.00 ,"Basile, Carlo",Union/Association,2011 Mid-Year Report (ND)
453,5/20/2011,GREATER BOSTON REAL ESTATE BOARD,2108,$250.00 ,"Consalvo, Rob",Union/Association,5/20/11 Deposit Report
454,5/24/2011,GREATER BOSTON REAL ESTATE BOARD,2108,$250.00 ,"Murphy, Charles A.",Union/Association,2011 Mid-Year Report (ND)
455,5/25/2011,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Binienda, Sr., John J.",Committee,2011 Mid-Year Report (ND)
456,5/25/2011,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Keenan Jr., John D.",Committee,2011 Mid-Year Report (ND)
457,5/25/2011,Greater Boston Real Estate Board PAC,2108,$300.00 ,"O'Flaherty, Eugene L.",Committee,2011 Mid-Year Report (ND)
458,5/26/2011,Greater Boston Real Estate Board,2108,$250.00 ,"Pressley, Ayanna ",Union/Association,5/26/11 Deposit Report
459,6/2/2011,Greater Boston Real Estate Board PAC,2108,$100.00 ,"Collins, Nicholas P.",Committee,2011 Mid-Year Report (ND)
460,6/7/2011,Greater Boston Real Estate Board PAC,02108-1887,$300.00 ,"Coakley, Martha",Committee,6/7/11 Deposit Report
461,6/10/2011,GREATER BOSTON REAL ESTATE BOARD,2108,$250.00 ,"Ciommo, Mark",Union/Association,6/10/11 Deposit Report
462,6/13/2011,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Hart Jr., John A.",Committee,2011 Mid-Year Report (ND)
463,6/13/2011,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Honan, Kevin G.",Committee,2011 Mid-Year Report (ND)
464,6/14/2011,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Spilka, Karen",Committee,2011 Mid-Year Report (ND)
465,6/20/2011,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Speliotis, Theodore C.",Committee,2011 Mid-Year Report (ND)
466,6/20/2011,Greater Boston Real Estate Board PAC,2108,$100.00 ,"Henriquez, Carlos Tony",Committee,2011 Mid-Year Report (ND)
467,6/23/2011,GREATER BOSTON REAL ESTATE BOARD,2108,$300.00 ,"Costello, Michael A.",Union/Association,2011 Mid-Year Report (ND)
468,6/23/2011,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Rogers, John H.",Committee,2011 Mid-Year Report (ND)
469,6/24/2011,Greater Boston Real Estate Board PAC,02108-3017,$500.00 ,Committee for a Democratic House Political Action Committee,Committee,2011 Mid-Year Report (PAC)
470,6/29/2011,GREATER BOSTON REAL ESTATE BOARD,2108,$250.00 ,"Walsh, Steven M.",Union/Association,2011 Mid-Year Report (ND)
471,7/1/2011,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Murphy, James",Committee,2011 Year-end Report (ND)
472,7/11/2011,Greater Boston Real Estate Board,2108,$150.00 ,"Moran, Michael J.",Union/Association,2011 Year-end Report (ND)
473,9/8/2011,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Kane, Michael F.",Committee,2011 Year-end Report (ND)
474,9/13/2011,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Reinstein, Kathi-Anne",Committee,2011 Year-end Report (ND)
475,9/16/2011,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Rivera, Cheryl",Committee,2011 Year-end Report (ND)
476,9/19/2011,GREATER BOSTON REAL ESTATE ESTATE BOARD,2108,$250.00 ,"LaMattina, Salvatore",Union/Association,9/19/11 Deposit Report
477,9/23/2011,Greater Boston Real Estate Board PAC,2108,$100.00 ,"Garlick, Denise",Committee,2011 Year-end Report (ND)
478,10/5/2011,Greater Boston Real Estate Board,2108,$150.00 ,"deMacedo, Vinny",Committee,2011 Year-end Report (ND)
479,10/5/2011,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Scaccia, Angelo M.",Committee,2011 Year-end Report (ND)
480,10/20/2011,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Dempsey, Brian S.",Committee,2011 Year-end Report (ND)
481,10/21/2011,Greater Boston Real Estate Board PAC,2108,$500.00 ,Committee for a Democratic Senate Pol Action Comm.,Committee,2011 Year-end Report (PAC)
482,10/27/2011,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Peterson Jr., George N.",Committee,2011 Year-end Report (ND)
483,11/21/2011,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Rodrigues, Michael J.",Committee,2011 Year-end Report (ND)
484,12/7/2011,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Timilty, Walter F.",Committee,2011 Year-end Report (ND)
485,12/14/2011,Greater Boston Real Estate Board,2108,$250.00 ,"Linehan, William 'Bill'",Union/Association,12/14/11 Deposit Report
486,12/20/2011,Greater Boston Real Estate Board PAC,2108,$100.00 ,"Lawn, John",Committee,2011 Year-end Report (ND)
487,2/6/2012,Greater Boston Real Estate Board,2108,$200.00 ,"Flanagan, Jennifer L.",Committee,2012 Pre-primary Report (ND)
488,2/6/2012,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Keenan Jr., John D.",Committee,2012 Pre-primary Report (ND)
489,2/10/2012,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Galvin, William F.",Committee,2/10/12 Deposit Report
490,2/12/2012,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Rush, Michael F.",Committee,2012 Pre-primary Report (ND)
491,2/28/2012,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Coppinger, Edward F.",Committee,2012 Pre-primary Report (ND)
492,2/29/2012,GREATER BOSTON REAL ESTATE BOARD,2108,$300.00 ,"Costello, Michael A.",Union/Association,2012 Pre-primary Report (ND)
493,2/29/2012,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Chan, Tackey",Committee,2012 Pre-primary Report (ND)
494,3/7/2012,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Donoghue, Eileen",Committee,2012 Pre-primary Report (ND)
495,3/8/2012,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Dempsey, Brian S.",Committee,2012 Pre-primary Report (ND)
496,3/12/2012,Greater Boston Real Estate Board PAC,2108,$250.00 ,"O'Malley, Matthew J.",Committee,3/12/12 Deposit Report
497,3/13/2012,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Torrisi, David  M.",Committee,2012 Pre-primary Report (ND)
498,3/13/2012,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Moore, Richard T.",Committee,2012 Pre-primary Report (ND)
499,3/13/2012,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Tarr, Bruce",Committee,2012 Pre-primary Report (ND)
500,3/14/2012,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Murphy, Stephen",Committee,3/14/12 Deposit Report
501,3/15/2012,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Downing, Benjamin",Committee,2012 Pre-primary Report (ND)
502,3/16/2012,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Nangle, David M.",Committee,2012 Pre-primary Report (ND)
503,3/17/2012,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Spilka, Karen",Committee,2012 Pre-primary Report (ND)
504,3/19/2012,GREATER BOSTON REAL ESTATE BOARD PAC,2108,$200.00 ,"DiDomenico, Sal N.",Union/Association,2012 Pre-primary Report (ND)
505,3/20/2012,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Timilty, James E.",Committee,2012 Pre-primary Report (ND)
506,3/20/2012,Greater Boston Real Estate Board Political Action Committee,2108,$500.00 ,"Menino, Thomas M.",Individual,3/20/12 Deposit Report
507,3/22/2012,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Moore, Michael",Committee,2012 Pre-primary Report (ND)
508,3/26/2012,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Straus, William M.",Committee,2012 Pre-primary Report (ND)
509,3/28/2012,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Forry, Linda Dorcena",Committee,2012 Pre-primary Report (ND)
510,3/28/2012,GREATER BOSTON REAL ESTATE BOARD PAC,2108,$300.00 ,"Petruccelli, Anthony W.",Union/Association,2012 Pre-primary Report (ND)
511,3/28/2012,Greater Boston Real Estate Board PAC,2108,$300.00 ,"O'Flaherty, Eugene L.",Committee,2012 Pre-primary Report (ND)
512,3/29/2012,GREATER BOSTON REAL ESTATE BOARD PAC,2108,$200.00 ,"Chandler, Harriette L.",Union/Association,2012 Pre-primary Report (ND)
513,3/30/2012,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Baker, Frank",Committee,3/30/12 Deposit Report
514,3/30/2012,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Connolly, John R.",Committee,3/30/12 Deposit Report
515,3/31/2012,GREATER BOSTON REAL ESTATE BOARD,2108,$150.00 ,"Basile, Carlo",Union/Association,2012 Pre-primary Report (ND)
516,4/2/2012,GREATER BOSTON REAL ESTATE BOARD PAC,2108,$500.00 ,"Murray, Therese",Committee,2012 Pre-primary Report (ND)
517,4/4/2012,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Jones Jr., Bradley H.",Committee,2012 Pre-primary Report (ND)
518,4/10/2012,GREATER BOSTON REAL ESTATE BOARD,2108,$200.00 ,"Michlewitz, Aaron",Union/Association,2012 Pre-primary Report (ND)
519,4/10/2012,Greater Boston Real estate board,2108,$200.00 ,"deMacedo, Vinny",Union/Association,2012 Pre-primary Report (ND)
520,4/10/2012,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Sanchez, Jeffrey",Committee,2012 Pre-primary Report (ND)
521,4/10/2012,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Kennedy, Thomas P.",Committee,2012 Pre-primary Report (ND)
522,4/10/2012,GREATER BOSTON REAL ESTATE BOARD POLITICAL ACTION COMMITTEE,2108,$200.00 ,"Donato, Paul J.",Union/Association,2012 Pre-primary Report (ND)
523,4/12/2012,Greater Boston Real Estate Board PAC,02108-1804,$250.00 ,"Finegold, Barry R.",Committee,2012 Pre-primary Report (ND)
524,4/12/2012,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Reinstein, Kathi-Anne",Committee,2012 Pre-primary Report (ND)
525,4/13/2012,Greater Boston Real Estate Board PAC,02108-1903,$200.00 ,"Clark, Katherine",Committee,2012 Pre-primary Report (ND)
526,4/15/2012,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Bradley, Garrett J.",Committee,2012 Pre-primary Report (ND)
527,4/24/2012,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Kafka, Louis L.",Committee,2012 Pre-primary Report (ND)
528,5/1/2012,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Brewer, Stephen M.",Committee,2012 Pre-primary Report (ND)
529,5/1/2012,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Walsh, Martin J.",Committee,2012 Pre-primary Report (ND)
530,5/7/2012,Greater Boston Real Estate Board PAC,2108,$500.00 ,Committee for a Democratic Senate Pol Action Comm.,Committee,2012 Pre-primary Report (PAC)
531,5/9/2012,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Binienda, Sr., John J.",Committee,2012 Pre-primary Report (ND)
532,5/9/2012,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Welch, James T.",Committee,2012 Pre-primary Report (ND)
533,5/11/2012,GREATER BOSTON REAL ESTATE BOARD,2108,$250.00 ,"Consalvo, Rob",Union/Association,5/11/12 Deposit Report
534,5/16/2012,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Henriquez, Carlos Tony",Committee,2012 Pre-primary Report (ND)
535,5/16/2012,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Hogan, Kate",Committee,2012 Pre-primary Report (ND)
536,5/23/2012,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Hart Jr., John A.",Committee,2012 Pre-primary Report (ND)
537,5/26/2012,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Kaufman, Jay R.",Committee,2012 Pre-primary Report (ND)
538,6/1/2012,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Timilty, Walter F.",Committee,2012 Pre-primary Report (ND)
539,6/13/2012,Greater Boston Real Estate Board PAC,02108-3017,$500.00 ,Committee for a Democratic House Political Action Committee,Committee,2012 Pre-primary Report (PAC)
540,6/13/2012,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Honan, Kevin G.",Committee,2012 Pre-primary Report (ND)
541,6/14/2012,Greater Boston Real Estate Board PAC,02108-1887,$300.00 ,"Coakley, Martha",Committee,6/14/12 Deposit Report
542,7/18/2012,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Rivera, Cheryl",Committee,2012 Pre-primary Report (ND)
543,7/20/2012,GREATER BOSTON REAL ESTATE ESTATE BOARD,2108,$250.00 ,"LaMattina, Salvatore",Union/Association,7/20/12 Deposit Report
544,8/2/2012,GREATER BOSTON REAL ESTATE BOARD PAC,2108,$300.00 ,"McGee, Thomas M.",Union/Association,2012 Pre-primary Report (ND)
545,8/13/2012,Greater Boston Real Estate Board PAC,2108,$100.00 ,"Lawn, John",Committee,2012 Pre-primary Report (ND)
546,9/10/2012,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Hill, Bradford R.",Committee,2012 Pre-election Report (ND)
547,9/12/2012,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Peterson Jr., George N.",Committee,2012 Pre-election Report (ND)
548,9/20/2012,Greater Boston Real Estate Brd,2108,$150.00 ,"Poirier, Elizabeth A.",Committee,2012 Pre-election Report (ND)
549,10/4/2012,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Murphy, James",Committee,2012 Pre-election Report (ND)
550,10/22/2012,GREATER BOSTON REAL ESTATE BOARD,2108,$250.00 ,"Ciommo, Mark",Union/Association,10/22/12 Deposit Report
551,10/30/2012,Greater Boston Real Estate Board,2108,$150.00 ,"Holmes, Russell",Committee,2012 Year-end Report (ND)
552,11/27/2012,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Rodrigues, Michael J.",Committee,2012 Year-end Report (ND)
553,12/3/2012,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Scaccia, Angelo M.",Committee,2012 Year-end Report (ND)
554,12/15/2012,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Naughton Jr., Harold P.",Committee,2012 Year-end Report (ND)
555,1/24/2013,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Moore, Richard T.",Committee,2013 Mid-Year Report (ND)
556,1/31/2013,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Coppinger, Edward F.",Committee,2013 Mid-Year Report (ND)
557,2/8/2013,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Galvin, William F.",Committee,2/8/13 Deposit Report
558,2/8/2013,Greater Boston Real Estate Board PAC,02108-1887,$200.00 ,"Clark, Katherine",Committee,2013 Mid-Year Report (ND)
559,2/14/2013,Greater Boston Real Estate Board PAC,02108-1887,$300.00 ,"Coakley, Martha",Committee,2/14/13 Deposit Report
560,2/17/2013,GREATER BOSTON REAL ESTATE BOARD PAC,2108,$200.00 ,"Rosenberg, Stanley C.",Union/Association,2013 Mid-Year Report (ND)
561,2/18/2013,Greater Boston Real Estate Board PAC,2108,$500.00 ,Committee for a Democratic Senate Pol Action Comm.,Committee,2013 Mid-Year Report (PAC)
562,2/26/2013,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Downing, Benjamin",Committee,2013 Mid-Year Report (ND)
563,3/6/2013,Greater Boston Real Estate Board,02108-1887,$200.00 ,"Flanagan, Jennifer L.",Committee,2013 Mid-Year Report (ND)
564,3/6/2013,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Kennedy, Thomas P.",Committee,2013 Mid-Year Report (ND)
565,3/7/2013,Greater Boston Real Estate Board PAC,2101,$300.00 ,"Dempsey, Brian S.",Committee,2013 Mid-Year Report (ND)
566,3/12/2013,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Tarr, Bruce",Committee,2013 Mid-Year Report (ND)
567,3/13/2013,Greater Boston Real Estate Board PAC,02108-1887,$200.00 ,"Walsh, Martin J.",Committee,2013 Other Report (ND)
568,3/22/2013,GREATER BOSTON REAL ESTATE BOARD PAC,2108,$300.00 ,"Petruccelli, Anthony W.",Union/Association,2013 Mid-Year Report (ND)
569,3/25/2013,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Donnelly, Kenneth J.",Committee,2013 Mid-Year Report (ND)
570,3/27/2013,GREATER BOSTON REAL ESTATE BOARD PAC,2108,$300.00 ,"McGee, Thomas M.",Union/Association,2013 Mid-Year Report (ND)
571,3/29/2013,Greater Boston Real Estate Board PAC,2108,$250.00 ,"O'Malley, Matthew J.",Committee,3/29/13 Deposit Report
572,3/29/2013,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Murphy, Stephen",Committee,3/29/13 Deposit Report
573,4/2/2013,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Keenan Jr., John D.",Committee,2013 Mid-Year Report (ND)
574,4/2/2013,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Straus, William M.",Committee,2013 Mid-Year Report (ND)
575,4/2/2013,GREATER BOSTON REAL ESTATE BOARD PAC,2108,$500.00 ,"Murray, Therese",Union/Association,2013 Mid-Year Report (ND)
576,4/3/2013,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Jones Jr., Bradley H.",Committee,2013 Mid-Year Report (ND)
577,4/3/2013,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Fennell, Robert F.",Committee,2013 Mid-Year Report (ND)
578,4/4/2013,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Welch, James T.",Committee,2013 Mid-Year Report (ND)
579,4/7/2013,Greater Boston Real Estate Board PAC,02108-1804,$300.00 ,"Rush, Michael F.",Committee,2013 Mid-Year Report (ND)
580,4/8/2013,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Scibak, John W.",Committee,2013 Mid-Year Report (ND)
581,4/9/2013,GREATER BOSTON REAL ESTATE BOARD,2108,$200.00 ,"Michlewitz, Aaron",Union/Association,2013 Mid-Year Report (ND)
582,4/11/2013,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Nangle, David M.",Committee,2013 Mid-Year Report (ND)
583,4/16/2013,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Kaufman, Jay R.",Committee,2013 Mid-Year Report (ND)
584,4/18/2013,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Dwyer, James",Committee,2013 Mid-Year Report (ND)
585,4/18/2013,GREATER BOSTON REAL ESTATE BOARD PAC,2108,$200.00 ,"Chandler, Harriette L.",Union/Association,2013 Mid-Year Report (ND)
586,4/29/2013,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Chan, Tackey",Committee,2013 Mid-Year Report (ND)
587,4/29/2013,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Knapik, Michael R.",Committee,2013 Mid-Year Report (ND)
588,5/6/2013,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Binienda, Sr., John J.",Committee,2013 Mid-Year Report (ND)
589,5/6/2013,Greater Boston Real Estate Board PAC,2108,$300.00 ,"O'Flaherty, Eugene L.",Committee,2013 Mid-Year Report (ND)
590,5/8/2013,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Moore, Michael",Committee,2013 Mid-Year Report (ND)
591,5/8/2013,Greater Boston Real Estate Board PAC,02108-1804,$250.00 ,"Finegold, Barry R.",Committee,2013 Mid-Year Report (ND)
592,5/15/2013,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Golden Jr., Thomas A.",Committee,2013 Mid-Year Report (ND)
593,5/20/2013,Greater Boston Real Estate Board PAC,02108-1915,$500.00 ,Committee for a Democratic House Political Action Committee,Committee,2013 Mid-Year Report (PAC)
594,5/31/2013,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Speliotis, Theodore C.",Committee,2013 Mid-Year Report (ND)
595,6/4/2013,GREATER BOSTON REAL ESTATE BOARD,2108,$200.00 ,"Basile, Carlo",Union/Association,2013 Mid-Year Report (ND)
596,6/4/2013,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Brewer, Stephen M.",Committee,2013 Mid-Year Report (ND)
597,6/6/2013,GREATER BOSTON REAL ESTATE BOARD,2108,$300.00 ,"Walsh, Steven M.",Union/Association,2013 Mid-Year Report (ND)
598,6/7/2013,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Rodrigues, Michael J.",Committee,2013 Mid-Year Report (ND)
599,6/10/2013,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Honan, Kevin G.",Committee,2013 Mid-Year Report (ND)
600,6/12/2013,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Baker, Frank",Committee,6/12/13 Deposit Report
601,6/17/2013,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Peterson Jr., George N.",Committee,2013 Mid-Year Report (ND)
602,6/17/2013,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Joyce, Brian A.",Committee,2013 Mid-Year Report (ND)
603,6/27/2013,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Hogan, Kate",Committee,2013 Mid-Year Report (ND)
