,Date,Contributor,Zip,Amount,Recipient,Record Type Description,Source Description
1014,3/25/2019,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Feeney, Paul",Committee,2019 Mid-Year Report
1015,3/26/2019,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Mariano, Ronald",Committee,2019 Mid-Year Report
1016,3/29/2019,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Garlick, Denise",Committee,2019 Mid-Year Report
1017,4/1/2019,Greater Boston Real Estate Board PAC,02108-1887,$250.00 ,"Cyr, Julian Andre",Committee,2019 Mid-Year Report (ND)
1018,4/2/2019,Greater Boston Real Estate Board Pac #80606,,$200.00 ,"Lawn, John",Committee,2019 Mid-Year Report
1019,4/3/2019,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Jones Jr., Bradley H.",Committee,2019 Mid-Year Report
1020,4/3/2019,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Malia, Elizabeth A.",Committee,2019 Mid-Year Report
1021,4/3/2019,Greater Boston Real Estate Board Political Action Committee,2108,$300.00 ,"Straus, William M.",Committee,2019 Mid-Year Report
1022,4/4/2019,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Hogan, Kate",Committee,2019 Mid-Year Report
1023,4/5/2019,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Ryan, Daniel Joseph",Committee,2019 Mid-Year Report
1024,4/9/2019,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Parisella, Jerald A.",Committee,2019 Mid-Year Report
1025,4/9/2019,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Cullinane, Dan",Committee,2019 Mid-Year Report
1026,4/11/2019,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Mahoney, John J.",Committee,2019 Mid-Year Report
1027,4/11/2019,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Galvin, William C.",Committee,2019 Mid-Year Report
1028,4/11/2019,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Gregoire, Danielle W.",Committee,2019 Mid-Year Report
1029,4/18/2019,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Haddad, Patricia A.",Committee,2019 Mid-Year Report
1030,4/18/2019,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Biele, David M.",Committee,2019 Mid-Year Report
1031,4/24/2019,Greater Boston Real Estate Board,2108,$150.00 ,"Ultrino, Steven",Committee,2019 Mid-Year Report
1032,4/24/2019,Greater Boston Real Estate Board PAC,02108-1887,$200.00 ,"Collins, Nicholas P.",Committee,2019 Mid-Year Report (ND)
1033,4/26/2019,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Tyler, Chynah",Committee,2019 Mid-Year Report
1034,5/7/2019,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Hinds, Adam Gray",Committee,2019 Mid-Year Report
1035,5/10/2019,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Nangle, David M.",Committee,2019 Mid-Year Report
1036,5/15/2019,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Golden Jr., Thomas A.",Committee,2019 Mid-Year Report
1037,5/20/2019,Greater Boston Real Estate Board Pac,2108,$200.00 ,"Dizoglio, Diana",Committee,2019 Mid-Year Report
1038,5/20/2019,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Vincent, Roselee",Committee,2019 Mid-Year Report
1039,5/20/2019,Greater Boston Real Estate Board PAC,02108-1887,$250.00 ,"Finegold, Barry R.",Committee,2019 Mid-Year Report (ND)
1040,5/20/2019,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Driscoll, William J.",Committee,2019 Mid-Year Report
1041,5/22/2019,Greater Boston Real Estate Board Pac 80606,02108-1887,$250.00 ,"Flaherty Jr., Michael F.",Committee,5/22/19 Deposit Report
1042,5/23/2019,Greater Boston Real Estate Board PAC,02108-1804,$250.00 ,"Baker, Frank",Committee,5/23/19 Deposit Report
1043,5/24/2019,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Crighton, Brendan Peter",Committee,2019 Mid-Year Report
1044,5/24/2019,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Day, Michael S.",Committee,2019 Mid-Year Report
1045,5/28/2019,Greater Boston Real Estate Board PAC,02108-1887,$500.00 ,"Walsh, Martin J.",Committee,5/28/19 Deposit Report
1046,5/29/2019,Greater Boston Real Estate Board PAC,02108-1887,$200.00 ,"Madaro, Adrian",Committee,2019 Mid-Year Report
1047,5/29/2019,Greater Boston Real Estate Board PAC,2108,$200.00 ,"McGonagle, Joseph W.",Committee,2019 Mid-Year Report
1048,6/10/2019,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Cusack, Mark James",Committee,2019 Mid-Year Report
1049,6/19/2019,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Essaibi George, Annissa",Committee,6/19/19 Deposit Report
1050,6/21/2019,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Barber, Christine P.",Committee,2019 Mid-Year Report
1051,6/21/2019,Greater Boston Real Estate Board Pac,2108,$150.00 ,"Roy, Jeffrey N.",Committee,2019 Mid-Year Report
1052,6/21/2019,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Honan, Kevin G.",Committee,2019 Mid-Year Report
1053,6/26/2019,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Cronin, Claire",Committee,2019 Mid-Year Report
1054,6/29/2019,Greater Boston Real Estate Board PAC,02108-1915,$500.00 ,Committee for a Democratic House Political Action Committee,Committee,6/29/19 Deposit Report
1055,7/3/2019,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Arciero, Jim",Committee,2019 Year-end Report
1056,7/12/2019,Greater Boston Real Estate Board PAC,02108-1887,$200.00 ,"Lewis, Jason",Union/Association,2019 Year-end Report
1057,7/17/2019,Greater Boston Real Estate Board PAC,02108-1887,$500.00 ,Committee for a Democratic Senate Pol Action Comm.,Committee,7/17/19 Deposit Report
1058,7/18/2019,Greater Boston Real Estate Board,2108,$150.00 ,"Vincent, Roselee",Committee,2019 Year-end Report
1059,7/19/2019,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Brady, Michael D.",Committee,2019 Year-end Report
1060,7/23/2019,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Tarr, Bruce",Committee,2019 Year-end Report
1061,7/23/2019,Greater Boston Real Estate Board PAC,2108,$200.00 ,"DiDomenico, Sal N.",Committee,2019 Year-end Report
1062,7/23/2019,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Moran, Michael J.",Committee,2019 Year-end Report
1063,7/24/2019,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Speliotis, Theodore C.",Committee,2019 Year-end Report
1064,7/24/2019,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Michlewitz, Aaron",Committee,2019 Year-end Report
1065,9/24/2019,Greater Boston Real Estate Board Political Action Committee,2108,$250.00 ,"Cahill, Daniel F.",Committee,2019 Year-end Report
1066,10/2/2019,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Murphy, James",Committee,2019 Year-end Report
1067,11/4/2019,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Timilty, Walter F.",Committee,2019 Year-end Report
1068,12/6/2019,Greater Boston Real Estate Board PAC,2108,$100.00 ,"Driscoll, William J.",Committee,2019 Year-end Report
1069,12/12/2019,Greater Boston Real Estate Board PAC,2108,$200.00 ,"O'Connor, Patrick",Committee,2019 Year-end Report
1070,12/20/2019,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Rodrigues, Michael J.",Committee,2019 Year-end Report
1071,1/7/2020,Greater Boston Real Estate Board PAC,02108-1915,$500.00 ,"DeLeo, Robert A.",Committee,1/7/20 Deposit Report
1072,2/10/2020,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Welch, James T.",Committee,2/10/20 Deposit Report
1073,2/13/2020,Greater Boston Real Estate Board PAC,02108-1887,$250.00 ,"Cyr, Julian Andre",Committee,2/13/20 Deposit Report
1074,2/18/2020,GREATER BOSTON REAL ESTATE BOARD PAC,2108,$300.00 ,"Galvin, William F.",Committee,2/18/20 Deposit Report
1075,2/24/2020,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Timilty, Walter F.",Committee,2/24/20 Deposit Report
1076,2/26/2020,Greater Boston Real Estate Board Pol Action Comm.,02108-1887,$200.00 ,"Lesser, Eric Phillip",Committee,2/26/20 Deposit Report
1077,2/28/2020,Greater Boston Real Estate Board PAC,02108-1887,$300.00 ,"Boncore, Joseph Angelo",Committee,2/28/20 Deposit Report
1078,2/28/2020,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Murphy, James",Committee,2/28/20 Deposit Report
1079,3/9/2020,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Flynn, Edward Michael",Committee,3/9/20 Deposit Report
1080,3/11/2020,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Garlick, Denise",Committee,3/11/20 Deposit Report
1081,3/12/2020,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Lawn, John",Committee,3/12/20 Deposit Report
1082,3/20/2020,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Cusack, Mark James",Committee,3/20/20 Deposit Report
1083,3/20/2020,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Jones Jr., Bradley H.",Committee,3/20/20 Deposit Report
1084,3/31/2020,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Rush, Michael F.",Committee,3/31/20 Deposit Report
1085,4/21/2020,Greater Boston Real Estate Board PAC,2108,$100.00 ,"Santiago, Jon",Committee,4/21/20 Deposit Report
1086,5/8/2020,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Hogan, Kate",Committee,5/8/20 Deposit Report
1087,5/13/2020,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Decker, Marjorie C.",Committee,5/13/20 Deposit Report
1088,6/12/2020,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Stanley, Thomas M.",Committee,6/12/20 Deposit Report
1089,6/15/2020,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Ryan, Daniel Joseph",Committee,6/15/20 Deposit Report
1090,6/17/2020,Greater Boston Real Estate Board PAC,2108,$200.00 ,"McGonagle, Joseph W.",Committee,6/17/20 Deposit Report
1091,6/22/2020,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Barber, Christine P.",Committee,6/22/20 Deposit Report
1092,6/29/2020,Greater Boston Real Estate Board Political Action Committee,02108-1804,$200.00 ,"Donato, Paul J.",Committee,6/29/20 Deposit Report
1093,7/9/2020,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Nguyen, Tram",Committee,7/9/20 Deposit Report
1094,7/15/2020,Greater Boston Real Estate Board PAC,2108,$150.00 ,"LeBoeuf, David Henry Argosky",Committee,7/15/20 Deposit Report
1095,7/24/2020,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Galvin, William C.",Committee,7/24/20 Deposit Report
1096,8/19/2020,Greater Boston Real Estate Board PAC,02108-1887,$500.00 ,"Healey, Maura T.",Committee,8/19/20 Deposit Report
1097,10/7/2020,Greater Boston Real Estate Board Pac 80606,02108-1887,$250.00 ,"Flaherty, Michael F.",Committee,10/7/20 Deposit Report
1098,10/8/2020,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Day, Michael S.",Committee,10/8/20 Deposit Report
1099,10/9/2020,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Dooley, Shawn C.",Committee,10/9/20 Deposit Report
1100,10/14/2020,Greater Boston Real Estate Board PAC,02108-1804,$250.00 ,"Baker, Frank",Committee,10/14/20 Deposit Report
1101,10/14/2020,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Rodrigues, Michael J.",Committee,10/14/20 Deposit Report
1102,10/21/2020,Greater Boston Real Estate Board PAC,2108,$500.00 ,"Spilka, Karen",Committee,10/21/20 Deposit Report
1103,10/28/2020,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Essaibi George, Annissa",Committee,10/28/20 Deposit Report
1104,11/27/2020,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Chan, Tackey",Committee,11/27/20 Deposit Report
1105,12/9/2020,Greater Boston Real Estate Board PAC,2108,$250.00 ,"O'Malley, Matthew J.",Committee,12/9/20 Deposit Report
1106,12/14/2020,Greater Boston Real Estate Board Pac,2108,$200.00 ,"Chandler, Harriette L.",Committee,12/14/20 Deposit Report
1107,12/14/2020,Greater Boston Real Estate Board PAC,02108-1887,$500.00 ,"Walsh, Martin J.",Committee,12/14/20 Deposit Report
1108,12/22/2020,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Cronin, Claire",Committee,12/22/20 Deposit Report
1109,12/22/2020,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Mariano, Ronald",Committee,12/22/20 Deposit Report
1110,12/30/2020,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Michlewitz, Aaron",Committee,12/30/20 Deposit Report
1111,12/31/2020,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Arciero, Jim",Committee,12/31/20 Deposit Report
1112,1/27/2021,Greater Boston Real Estate Board PAC,2108,$500.00 ,"Rodrigues, Michael J.",Committee,1/27/21 Deposit Report
1113,2/17/2021,Greater Boston Real Estate Board PAC,2108,$500.00 ,"Michlewitz, Aaron",Committee,2/17/21 Deposit Report
1114,3/12/2021,Greater Boston Real Estate Board Political Action Committee,2108,$300.00 ,"Galvin, William F.",Committee,3/12/21 Deposit Report
1115,3/29/2021,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Flynn, Edward Michael",Committee,3/29/21 Deposit Report
1116,4/9/2021,Greater Boston Real Estate Board PAC,02108-1887,$200.00 ,"Madaro, Adrian",Committee,4/9/21 Deposit Report
1117,4/12/2021,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Rush, Michael F.",Committee,4/12/21 Deposit Report
1118,5/18/2021,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Baker, Frank",Committee,5/18/21 Deposit Report
1119,5/25/2021,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Stanley, Thomas M.",Committee,5/25/21 Deposit Report
1120,5/27/2021,Greater Boston Real Estate Board Pol Action Comm.,02108-2003,$300.00 ,"Lesser, Eric ",Committee,5/27/21 Deposit Report
1121,6/3/2021,Greater Boston Real Estate Board PAC,02108-1887,$150.00 ,"Edwards, Lydia",Committee,6/3/21 Deposit Report
1122,6/8/2021,Greater Boston Real Estate Board PAC 80606,02108-1887,$250.00 ,"Flaherty, Michael F.",Committee,6/8/21 Deposit Report
1123,6/10/2021,Greater Boston Real Estate Board PAC,02108-1887,$300.00 ,"Boncore, Joseph Angelo",Committee,6/10/21 Deposit Report
1124,6/11/2021,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Coppinger, Edward F.",Committee,6/11/21 Deposit Report
1125,6/14/2021,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Crighton, Brendan Peter",Committee,6/14/21 Deposit Report
1126,6/22/2021,Greater Boston Real Estate Board PAC,02108-1887,$250.00 ,"Campbell, Andrea Joy",Committee,6/22/21 Deposit Report
1127,6/22/2021,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Barros, John F.",Committee,6/22/21 Deposit Report
1128,6/29/2021,Greater Boston Real Estate Board PAC,02108-1887,$250.00 ,"Janey, Kim",Committee,6/29/21 Deposit Report
1129,6/30/2021,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Santiago, Jon",Committee,6/30/21 Deposit Report
1130,6/30/2021,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Wu, Michelle",Committee,6/30/21 Deposit Report
1131,7/8/2021,Greater Boston Real Estate Board PAC,2108,$500.00 ,Committee for a Democratic Senate Pol Action Comm.,Committee,7/8/21 Deposit Report
1132,7/26/2021,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Parisella, Jerald A.",Committee,7/26/21 Deposit Report
1133,7/28/2021,Greater Boston Real Estate Board Pac,2108,$200.00 ,"Lewis, Jason",Committee,7/28/21 Deposit Report
1134,7/30/2021,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Cronin, John",Committee,7/30/21 Deposit Report
1135,8/23/2021,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Honan, Kevin G.",Committee,8/23/21 Deposit Report
1136,8/30/2021,GREATER BOSTON REAL ESTATE BOARD,2108,$200.00 ,"Consalvo, Rob",Union/Association,8/30/21 Deposit Report
1137,8/30/2021,Greater Boston Real Estate Board PAC,02108-1887,$250.00 ,"Essaibi George, Annissa",Committee,8/30/21 Deposit Report
1138,9/28/2021,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Jones Jr., Bradley H.",Committee,9/28/21 Deposit Report
1139,9/30/2021,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Moran, Michael J.",Committee,9/30/21 Deposit Report
1140,10/4/2021,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Tarr, Bruce",Committee,10/4/21 Deposit Report
1141,10/6/2021,Greater Boston Real Estate Board PAC,02108-1887,$250.00 ,"Essaibi George, Annissa",Committee,10/6/21 Deposit Report
1142,10/7/2021,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Cusack, Mark James",Committee,10/7/21 Deposit Report
1143,10/12/2021,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Mahoney, John J.",Committee,10/12/21 Deposit Report
1144,10/20/2021,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Wu, Michelle",Committee,10/20/21 Deposit Report
1145,11/12/2021,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Mahoney, John J.",Committee,11/12/21 Deposit Report
1146,11/13/2021,Greater Boston Real Estate Board,2108,$150.00 ,"Ultrino, Steven",Committee,11/13/21 Deposit Report
1147,11/15/2021,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Tucker, Paul F.",Committee,11/15/21 Deposit Report
1148,11/18/2021,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Ryan, Daniel Joseph",Committee,11/18/21 Deposit Report
1149,11/22/2021,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Garlick, Denise",Committee,11/22/21 Deposit Report
1150,11/22/2021,Greater Boston Real Estate Board PAC,2108,$500.00 ,"Spilka, Karen",Committee,11/22/21 Deposit Report
1151,11/29/2021,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Golden, Thomas A.",Committee,11/29/21 Deposit Report
1152,12/20/2021,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Roy, Jeffrey N.",Committee,12/20/21 Deposit Report
1153,12/20/2021,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Worrell, Brian",Committee,12/20/21 Deposit Report
1154,12/21/2021,Greater Boston Real Estate Board,2108,$250.00 ,"McMurtry, Paul",Committee,12/21/21 Deposit Report
1155,12/23/2021,Greater Boston Real Estate Board,2108,$100.00 ,"Fluker Oakley, Brandy",Committee,12/23/21 Deposit Report
1156,12/23/2021,Greater Boston Real Estate Board PAC,02108-1887,$300.00 ,"Healey, Maura T.",Committee,12/23/21 Deposit Report
1157,12/23/2021,Greater Boston Real Estate Board PAC,02108-1887,$300.00 ,"Finegold, Barry R.",Committee,12/23/21 Deposit Report
1158,12/23/2021,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Dooley, Shawn C.",Committee,12/23/21 Deposit Report
1159,12/27/2021,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Haggerty, Richard M.",Committee,12/27/21 Deposit Report
1160,12/27/2021,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Keenan, John F.",Union/Association,12/27/21 Deposit Report
1161,12/27/2021,Greater Boston Real Estate Board PAC,02108-1887,$300.00 ,"Hinds, Adam Gray",Committee,12/27/21 Deposit Report
1162,12/27/2021,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Arciero, Jim",Committee,12/27/21 Deposit Report
1163,12/28/2021,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Rogers, John H.",Committee,12/28/21 Deposit Report
1164,12/29/2021,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Day, Michael S.",Committee,12/29/21 Deposit Report
1165,12/30/2021,GREATER BOSTON REAL ESTATE BOARD,2108,$300.00 ,"Gonzalez, Carlos",Union/Association,12/30/21 Deposit Report
1166,12/30/2021,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Straus, William M.",Committee,12/30/21 Deposit Report
1167,12/30/2021,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Hogan, Kate",Committee,12/30/21 Deposit Report
1168,12/31/2021,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Moran, Susan",Committee,12/31/21 Deposit Report
1169,12/31/2021,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Timilty, Walter F.",Committee,12/31/21 Deposit Report
1170,12/31/2021,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Lovely, Joan",Committee,12/31/21 Deposit Report
1171,12/31/2021,Greater Boston Real Estate Board PAC,2108,$500.00 ,"Moran, Michael J.",Committee,12/31/21 Deposit Report
1172,1/3/2022,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Livingstone, Jay",Committee,1/3/22 Deposit Report
1173,1/19/2022,Greater Boston Real Estate Board PAC,2108,$500.00 ,"Michlewitz, Aaron",Committee,1/19/22 Deposit Report
1174,1/25/2022,Greater Boston Real Estate Board PAC,2108,$500.00 ,"Mariano, Ronald",Committee,1/25/22 Deposit Report
1175,2/24/2022,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Galvin, William F.",Committee,2/24/22 Deposit Report
1176,3/4/2022,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Stanley, Thomas M.",Committee,3/4/22 Deposit Report
1177,3/16/2022,Greater Boston Real Estate Board Pol Action Comm.,02108-2003,$300.00 ,"Lesser, Eric ",Committee,3/16/22 Deposit Report
1178,3/24/2022,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Cutler, Josh",Committee,3/24/22 Deposit Report
1179,4/1/2022,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Lawn, John",Committee,4/1/22 Deposit Report
1180,4/6/2022,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Tyler, Chynah",Committee,4/6/22 Deposit Report
1181,4/8/2022,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Ryan, Daniel Joseph",Committee,4/8/22 Deposit Report
1182,4/20/2022,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Jones Jr., Bradley H.",Committee,4/20/22 Deposit Report
1183,4/27/2022,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Garlick, Denise",Committee,4/27/22 Deposit Report
1184,4/27/2022,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Velis, John Christopher",Committee,4/27/22 Deposit Report
1185,4/28/2022,Greater Boston Real Estate Board PAC,2108,$500.00 ,"Rodrigues, Michael J.",Committee,4/28/22 Deposit Report
1186,5/4/2022,GREATER BOSTON REAL ESTATE BOARD POLITICAL ACTION COMMITTEE,,$250.00 ,"Donato, Paul J.",Union/Association,5/4/22 Deposit Report
1187,5/5/2022,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Gordon, Kenneth I.",Committee,5/5/22 Deposit Report
1188,5/5/2022,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Roy, Jeffrey N.",Committee,5/5/22 Deposit Report
1189,5/6/2022,Greater Boston Real Estate Board PAC,02108-1887,$300.00 ,"Finegold, Barry R.",Committee,5/6/22 Deposit Report
1190,5/6/2022,Greater Boston Real Estate Board Pac,2108,$200.00 ,"Meschino, Joan",Committee,5/6/22 Deposit Report
1191,5/9/2022,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Biele, David M.",Committee,5/9/22 Deposit Report
1192,5/10/2022,Greater Boston Real Estate Board PAC,2108,$100.00 ,"Kilcoyne, Meghan",Committee,5/10/22 Deposit Report
1193,5/10/2022,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Flynn, Edward Michael",Committee,5/10/22 Deposit Report
1194,5/12/2022,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Peake, Sarah",Committee,5/12/22 Deposit Report
1195,5/20/2022,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Cronin, John",Committee,5/20/22 Deposit Report
1196,5/24/2022,Greater Boston Real Estate Board PAC,2108,$100.00 ,"Vitolo, Thomas J.",Committee,5/24/22 Deposit Report
1197,5/27/2022,Greater Boston Real Estate Board,2108,$500.00 ,"Yorkis, Paul",Committee,5/27/22 Deposit Report
1198,6/1/2022,Greater Boston Real Estate Board PAC,2108,$500.00 ,"Spilka, Karen",Committee,6/1/22 Deposit Report
1199,6/6/2022,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Keenan, John F.",Committee,6/6/22 Deposit Report
1200,6/7/2022,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Crighton, Brendan Peter",Committee,6/7/22 Deposit Report
1201,6/23/2022,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Parisella, Jerald A.",Committee,6/23/22 Deposit Report
1202,6/28/2022,Greater Boston Real Estate Board PAC,02108-1887,$200.00 ,"Edwards, Lydia",Committee,6/28/22 Deposit Report
1203,7/6/2022,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Arciero, Jim",Union/Association,7/6/22 Deposit Report
1204,7/11/2022,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Straus, William M.",Committee,7/11/22 Deposit Report
1205,7/20/2022,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Giannino, Jessica",Committee,7/20/22 Deposit Report
1206,7/20/2022,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Campbell, Andrea Joy",Committee,7/20/22 Deposit Report
1207,7/21/2022,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Moore, Michael",Committee,7/21/22 Deposit Report
1208,7/25/2022,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Philips, Edward Ryan",Committee,7/25/22 Deposit Report
1209,7/29/2022,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Santiago, Jon",Committee,7/29/22 Deposit Report
1210,7/29/2022,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Moran, Michael J.",Committee,7/29/22 Deposit Report
1211,8/3/2022,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Cabral, Antonio F. D.",Committee,8/3/22 Deposit Report
1212,8/4/2022,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Moran, Susan",Committee,8/4/22 Deposit Report
1213,8/8/2022,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Ayers, Bruce J.",Committee,8/8/22 Deposit Report
1214,8/9/2022,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Timilty, Walter F.",Committee,8/9/22 Deposit Report
1215,8/10/2022,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Day, Michael S.",Committee,8/10/22 Deposit Report
1216,8/10/2022,Greater Boston Real Estate Board PAC,2108,$200.00 ,"O'Connor, Patrick",Committee,8/10/22 Deposit Report
1217,8/10/2022,Greater Boston Real Estate Board Political Action Committee,2108,$200.00 ,"Brady, Michael D.",Committee,8/10/22 Deposit Report
1218,8/11/2022,"Greater Boston Real Estate Board, Robert",2108,$300.00 ,"Lovely, Joan",Individual,8/11/22 Deposit Report
1219,8/15/2022,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Tarr, Bruce",Committee,8/15/22 Deposit Report
1220,8/16/2022,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Galvin, William C.",Committee,8/16/22 Deposit Report
1221,8/18/2022,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Rogers, John H.",Committee,8/18/22 Deposit Report
1222,8/19/2022,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Murphy, James",Committee,8/19/22 Deposit Report
1223,8/23/2022,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Consalvo, Rob",Committee,8/23/22 Deposit Report
